prob_num,env_num,obj_num,is_it_superSet,name,cardinality,cardinality unit,attribute_name_list,attribute_value,total attribute_name,total attribute,
188,0,0,y,ticket,800,ticket,-,-,dollar,"16,640",
188,0,1,n,advanced ticket,x1,-,dollar,14.5,-,-,
188,0,2,n,ticket at the door,x2,-,dollar,22,-,-,
189,0,0,y,shot,11,shot,-,-,point,26,
189,0,1,n,3-point shot,x1,shot,point,3,-,-,
189,0,2,n,2-point shot,x2,shot,point,2,-,-,
191,0,0,y,postcard,30,postcard,-,-,-,-,
191,0,1,n,large postcard,4*x1,postcard,-,-,-,-,
191,0,2,n,small postcard,x1,postcard,-,-,-,-,
193,0,0,y,car,15,car,-,-,people,72,
193,0,1,n,4 passenger car,x1,car,people,4,-,-,
193,0,2,n,6 passenger car,x2,car,people,6,-,-,
195,0,0,y,bean,40,pound,dollar,4.6,-,-,
195,0,1,n,colombian coffee bean,x1,pound,dollar,5.5,-,-,
195,0,2,n,peruvian coffee bean,x2,pound,dollar,4.25,-,-,
196,0,0,y,daily budget,-,-,-,-,dollar,76,
196,0,1,n,-,-,-,dollar,30,-,-,
196,0,2,n,-,x1,mile,cent,23,-,-,
198,0,0,y,-,-,-,-,-,dollar,"2,814",
198,0,1,n,mcdonald stock,35,share,dollar,70 + x1,-,-,
198,0,2,n,ohio art company stock,69,share,dollar,x1,-,-,
199,0,0,y,board,22,foot,-,-,-,-,
199,0,1,n,-,1+x1,foot,-,-,-,-,
199,0,2,n,shorter piece,x1,foot,-,-,-,-,
202,0,0,y,seat,80,ticket,-,-,dollar,519,
202,0,1,n,adult ticket,x1,-,dollar,12,-,-,
202,0,2,n,child ticket,x2,-,dollar,5,-,-,
203,0,0,y,kid,24,-,-,-,-,-,
203,0,1,n,girl,2*x1,-,-,-,-,-,
203,0,2,n,boy,x2,-,-,-,-,-,
204,0,0,y,peach and a apple,70,cents,-,-,-,-,
204,0,1,n,peach,x1 + 60,cents,-,-,-,-,
204,0,2,n,apple,x1,cents,-,-,-,-,
205,0,0,y,-,-,-,-,-,dollar,104.25,
205,0,1,n,jean,3,-,dollar,x1,-,-,
205,0,2,n,shirt,6,-,dollar,x2,-,-,
205,1,0,y,-,-,-,-,-,dollar,112.15,
205,1,1,n,jean,4,-,dollar,x1,-,-,
205,1,2,n,shirt,5,-,dollar,x2,-,-,
206,0,0,y,jacket,,jacket,-,-,dollar,5108.3,
206,0,1,n,-,x1,jacket,dollar,31.95,-,-,
206,0,2,n,-,x2,jacket,dollar,18.95,-,-,
207,0,0,y,game,-,-,-,-,point,60,
207,0,1,n,win,x1 + 12,-,point,2,-,-,
207,0,2,n,lose,x1,-,point,2,-,-,
208,0,0,n,tallest player,,,,,,,
208,0,1,n,shortest player,,,,,,,
209,0,0,y,-,15000,dollar,-,-,dollar,550,
209,0,1,n,4 %,x1,-,% annual simple 4,,-,-,
209,0,2,n,3 %,x2,-,%,3,-,-,
210,0,0,y,ticket,525,ticket,-,-,dollar,2876,
210,0,1,n,student ticket,x1,-,dollar,4,-,-,
210,0,2,n,general admission ticket,x2,-,dollar,6,-,-,
211,0,0,y,-,-,-,-,-,dollar,85,
211,0,1,n,material,20,candle,-,-,dollar,20,
211,0,2,n,candle,x1,candle,dollar,15,-,-,
212,0,0,y,souvenir,1000,souvenir,-,-,dollar,220,
212,0,1,n,20 cent souvenir,x1,-,cent,20,-,-,
212,0,2,n,25 cent souvenir,x2,-,cent,25,-,-,
213,0,0,y,-,-,-,-,-,dollar,x2,
213,0,1,n,-,1,-,dollar,4100,-,-,
213,0,2,n,-,x1,week,dollar,10,-,-,
213,1,0,y,-,-,-,-,-,dollar,x2,
213,1,1,n,-,x1,week,dollar,1015,-,-,
214,,,,,,,,,,,
214,,,,,,,,,,,
216,0,0,y,moviegoer,7,-,-,-,dollar,,
216,0,1,n,adult,x1,-,dollar,9.5,-,-,
216,0,2,n,child,x2,-,dollar,6.5,-,-,
217,0,0,y,people,201,-,-,-,dollar,964,
217,0,1,n,adult,x1,-,dollar,8,-,-,
217,0,2,n,child,x2,-,dollar,4,-,-,
219,0,0,y,rainstorm,45,hour,-,-,milliliter,975,
219,0,1,n,first storm,x1,hour,milliliter,30,-,-,
219,0,2,n,second storm,x2,hour,milliliter,15,-,-,
220,0,0,y,25 % alcohol,30,ounce,% alcohol,25,-,-,
220,0,1,n,15 % alcohol,x1,-,% alcohol,15,-,-,
220,0,2,n,45 % alcohol,x2,-,% alcohol,40,-,-,
221,0,0,y,10 % orange juice,25,liter,% orange juice,10,-,-,
221,0,1,n,5 % orange juice,x1,liter,% orange juice,5,-,-,
221,0,2,n,30 % orange juice,x2,liter,% orange juice,30,-,-,
222,0,0,y,people,31,-,-,-,dollar,3952,
222,0,1,n,heavy operator,x1,-,dollar,129,-,-,
222,0,2,n,general laborer,x2,-,dollar,82,-,-,
223,0,0,y,-,-,-,-,-,dollar,x2,
223,0,1,n,daily rate,1,day,dollar,21.95,-,-,
223,0,2,n,,x1,mile,dollar,0.19,-,-,
223,1,0,y,-,-,-,-,-,dollar,x2,
223,1,1,n,daily rate,1,day,dollar,18.95,-,-,
223,1,2,n,,x1,mile,dollar,0.21,-,-,
224,0,0,y,corn and wheat,4500,arce,-,-,dollar,"165,200",
224,0,1,n,corn,x1,arce,dollar,42,-,-,
224,0,2,n,wheat,x2,arce,dollar,35,-,-,
225,0,0,y,-,-,-,-,-,dollar,213,
225,0,1,n,duck,6,-,dollar,x1,-,-,
225,0,2,n,pig,5,-,dollar,x2,-,-,
225,1,0,y,-,-,-,-,-,dollar,269,
225,1,1,n,duck,2,-,dollar,x1,-,-,
225,1,2,n,pig,9,-,dollar,x2,-,-,
226,0,0,y,question,38,question,-,-,point,100,
226,0,1,n,two-point question,x1,-,point,2,-,-,
226,0,2,n,five-point question,x2,-,point,5,-,-,
228,0,0,y,animal,41,-,-,-,leg,100,
228,0,1,n,pig,x1,-,-,-,-,-,
228,0,2,n,chicken,x2,-,-,-,-,-,
229,0,0,y,coin,40,coin,-,-,dollar,125,
229,0,1,n,2-dollar coin,x1,-,dollar,2,-,-,
229,0,2,n,5-dollar coin,x2,-,dolar,5,-,-,
230,0,0,y,two point basket and three point basket,20,-,-,-,point,43,
230,0,1,n,two point basket,x1,-,point,2,-,-,
230,0,2,n,three point basket,x2,-,point,3,-,-,
231,0,0,y,bricklayer and a electrician,90,hour,-,-,dollar,1350,
231,0,1,n,bricklayer,x1,hour,dollar,12,-,-,
231,0,2,n,electrician,x2,hour,dollar,16,-,-,
232,0,0,y,ticket,"2,000",ticket,-,-,dollar,"20,960",
232,0,1,n,student,x1,student ticket,dollar,9,-,-,
232,0,2,n,non-student,x2,,dollar,1,-,-,
233,0,0,y,cup,155,cup,-,-,dollar,265,
233,0,1,n,small cup,x1,cup,dollar,1.25,-,-,
233,0,2,n,large cup,x2,cup,dollar,2.5,-,-,
234,0,0,y,student,27,-,-,-,-,-,
234,0,1,n,girl,x1-5,-,-,-,-,-,
234,0,2,n,boy,x1,-,-,-,-,-,
235,0,0,y,-,-,-,-,-,dollar,x2,
235,0,1,n,base salary,1,-,dollar,1600,-,-,
235,0,2,n,commission,x1,dollar,%,4,-,-,
235,1,0,y,-,-,-,-,-,dollar,x2,
235,1,1,n,monthly salary,1,month,dollar,1800,-,-,
236,0,0,y,ticket,200,ticket,-,-,dollar,6080,
236,0,1,n,36-dollar ticket,x1,-,dollar,36,-,-,
236,0,2,n,28-dollar ticket,x2,-,dollar,28,-,-,
237,0,0,y,seat,387,seat,-,-,-,-,
237,0,1,n,first-class seat,x1,seat,-,-,-,-,
237,0,2,n,coach class seat,4*x1 + 2,seat,-,-,-,-,
238,0,0,y,apple and orange,301,-,-,-,-,-,
238,0,1,n,apple,27 + x1,-,-,-,-,-,
238,0,2,n,orange,x1,-,-,-,-,-,
239,0,0,y,-,"3,000",dollar,-,-,dollar,256,
239,0,1,n,10 percent interest,x1,-,percent interest,10,-,-,
239,0,2,n,8 percent interest,x2,-,percent interest,8,-,-,
240,0,0,y,peach and a apple,70,cent,-,-,-,-,
240,0,1,n,peach,60 + x1,cent,-,-,-,-,
240,0,2,n,apple,x1,-,-,-,-,-,
241,0,0,y,ticket,175,ticket,-,-,dollar,750,
241,0,1,n,adult,x1,-,dollar,6,-,-,
241,0,2,n,kid,x2,kid ticket,dollar,2,-,-,
242,0,0,y,adult and child,127,-,-,-,dollar,839,
242,0,1,n,adult,x1,-,dollar,7,-,-,
242,0,2,n,child,x2,-,dollar,5,-,-,
243,0,0,y,-,"12,000",dollar,-,-,dollar,840,
243,0,1,n,7.5 %,x1,-,%,7.5,-,-,
243,0,2,n,6 %,x2,-,%,6,-,-,
244,0,0,y,problem,30,problem,-,-,point,100,
244,0,1,n,3 point problem,x1,-,point,3,-,-,
244,0,2,n,4 point problem,x2,problem,point,4,-,-,
245,,,,with the wind,,,,,,,
247,0,0,y,plum and peach,32,-,-,-,dollar,52,
247,0,1,n,plum,x1,-,dollar,2,-,-,
247,0,2,n,peach,x2,-,dollar,1,-,-,
248,0,0,y,question,30,-,-,-,point,325,
248,0,1,n,correct answer,x1,-,point,20,-,-,
248,0,2,n,incorrectly,x2,-,point,5,-,-,
249,0,0,y,ticket,366,ticket,-,-,-,-,
249,0,1,n,student ticket,2*x1,ticket,-,-,-,-,
249,0,2,n,adult ticket,x1,ticket,-,-,-,-,
251,0,0,y,car,55,gallon,-,-,mile,1825,
251,0,1,n,first car,x1,gallon,mile,25,-,-,
251,0,2,n,second car,x2,gallon,mile,40,-,-,
252,0,0,y,seat,200,seat,-,-,dollar,510,
252,0,1,n,adult,x1,seat,dollar,3,-,-,
252,0,2,n,child,x2,seat,dollar,1.5,-,-,
253,0,0,y,unit,12,unit,-,-,dollar,4950,
253,0,1,n,1 bedroom,x1,unit,dollar,360,-,-,
253,0,2,n,2 bedroom,x2,unti,dollar,450,-,-,
254,0,0,y,disk,-,-,-,-,dollar,127.92,
254,0,1,n,new compact disk,6,-,dollar,x1,-,-,
254,0,2,n,used compact disk,2,-,dollar,x2,-,-,
254,1,0,y,disk,-,-,-,-,dollar,133.89,
254,1,1,n,new compact disk,3,-,dollar,x1,-,-,
254,1,2,n,used compact disk,8,-,dollar,x2,-,-,
255,0,0,y,,5800,hour,,,dollar,"12,600",
255,0,1,n,model a,,,,,,,
255,0,2,n,model b,,,,,,,
259,0,0,y,people,23,-,-,-,dollar,246,
259,0,1,n,adult ticket,x1,-,dollar,11,-,-,
259,0,2,n,child ticket,x2,-,dollar,10,-,-,
260,0,0,y,question,120,question,-,-,point,,
260,0,1,n,correct answer,x1,-,point,1,-,-,
260,0,2,n,incorrect answer,x2,-,point,0.25,-,-,
261,0,0,y,world grain demand,x1,metric ton,-,0.75,metric ton,1800000,
262,0,0,y,5-dollar and 20-dollar bill,54,bill,-,-,dollar,780,
262,0,1,n,5-dollar bill,x1,bill,dollar,5,-,-,
262,0,2,n,20-dollar bill,x2,bill,dollar,20,-,-,
263,0,0,y,-,-,-,-,-,dollar,4.91,
263,0,1,n,doughnut,3,-,dollar,x1,-,-,
263,0,2,n,large coffee,4,-,dollar,x2,-,-,
263,1,0,y,-,-,-,-,-,dollar,7.59,
263,1,1,n,doughnut,5,-,dollar,x1,-,-,
263,1,2,n,large coffee,6,-,dollar,x2,-,-,
264,0,0,y,student,35,-,-,-,-,-,
264,0,1,n,girl,0.4*x1,-,-,-,-,-,
264,0,2,n,boy,x1,-,-,-,-,-,
265,0,0,y,car,11,hour,-,x1,kilometer,715,
266,0,0,y,basket,37,basket,-,-,point,80,
266,0,1,n,2 point basket,x1,basket,point,2,-,-,
266,0,2,n,3 point basket,x2,basket,point,3,-,-,
267,0,0,y,17 % protein,360,pound,% protein,17,-,-,
267,0,1,n,18 % protein,x1,pound,% protein,18,-,-,
267,0,2,n,9 % protein,x2,pound,% protein,9,-,-,
268,0,0,y,job,25,hour,-,-,dollar,300,
268,0,1,n,college library,x1,-,dollar,8,-,-,
268,0,2,n,construction work,x2,-,dollar,15,-,-,
269,0,0,y,-,-,-,-,-,dollar,1,
269,0,1,n,apple,4,-,dollar,x1,-,-,
269,0,2,n,orange,2,-,dollar,x2,-,-,
269,1,0,y,-,-,-,-,-,dollar,0.7,
269,1,1,n,apple,2,-,dollar,x1,-,-,
269,1,2,n,orange,3,-,dollar,x2,-,-,
270,0,0,y,card,20,card,-,-,credit,84,
270,0,1,n,red card,x1,card,credit,3,-,-,
270,0,2,n,blue card,x2,card,credit,5,-,-,
271,,,,,,,,,,,
273,0,0,n,earth,,,-,-,pound,133,
273,0,1,n,moon,,,-,-,pound,26.6,
275,0,0,y,bill,15,-,-,-,dollar,390,
275,0,1,n,50-dollar bill,x1,-,dollar,50,-,-,
275,0,2,n,20-dollar bill,x2,-,dollar,20,-,-,
276,0,0,y,-,-,-,-,-,dollar,12,
276,0,1,n,bagel bag,2,-,dollar,,-,-,
276,0,2,n,cream cheese package,3,-,dollar,,-,-,
276,1,0,y,-,-,-,-,-,dollar,14,
276,1,1,n,bagel bag,4,-,dollar,,-,-,
276,1,2,n,cream cheese package,2,-,dollar,,-,-,
277,0,0,y,combine,750,-,-,-,-,-,
277,0,1,n,garden table,2*x1,-,-,-,-,-,
277,0,2,n,bench,x1,-,-,-,-,-,
278,,,,,,,,,,,
,,,,,,,,,,,
279,0,0,y,,"17,000",dollar,-,-,dollar,"1,380",
279,0,1,n,18 %,x1,-,%,18,-,-,
279,0,2,n,4 %,x2,-,%,4,-,-,
280,0,0,y,question,16,-,-,-,point,162,
280,0,1,n,multiple choice question,x1,-,point,9,-,-,
280,0,2,n,essay question,x2,-,point,12,-,-,
282,0,0,y,car and truck,69,-,-,-,-,-,
282,0,1,n,car,27 + x1,-,-,-,-,-,
282,0,2,n,truck,x1,-,-,-,-,-,
284,0,0,y,-,-,-,-,-,mile,200,
284,0,1,n,paved road,2,hour,mile,x1 + 20,-,-,
284,0,2,n,dirt road,3,hour,mile,x1 + 20,-,-,
285,0,0,y,-,-,-,-,-,mile,1625,
285,0,1,n,-,400,mile,hour,x1,-,-,
285,0,2,n,-,250,mile,hour,x1,-,-,
287,0,0,y,animal,15,animals,-,-,leg,48,
287,0,1,n,goat,x1,-,-,-,-,-,
287,0,2,n,duck,x2,-,-,-,-,-,
288,0,0,y,,66,-,-,-,-,-,
288,0,1,n,smaller part,x1,-,-,-,-,-,
288,0,2,n,larger part,(0.4*x1 + 10)*0.625,-,-,-,-,-,
289,0,0,y,two car combine,,,mile,45,mile,1400,
289,0,1,n,first car,,,,,,,
289,0,2,n,second car,,,,,,,
290,0,0,y,gasoline,12,gallon,-,-,dollar,44.46,
290,0,1,n,regular gasoline,x1,-,dollar,x1,-,-,
290,0,2,n,premium gasoline,x2,-,dollar,x1 + 0.22,-,-,
291,0,0,y,ticket,605,ticket,-,-,dollar,"8,390.00",
291,0,1,n,adult ticket,x1,-,dollar,14,-,-,
291,0,2,n,student ticket,x2,-,dollar,12,-,-,
292,0,0,y,ticket,193,ticket,-,-,dollar,206.5,
292,0,1,n,student ticket,x1,ticket,dollar,0.5,-,-,
292,0,2,n,non-student ticket,x2,ticket,dollar,1.5,-,-,
293,0,0,y,animal,11,animal,-,-,leg,38,
293,0,1,n,chicken,x1,-,-,-,-,-,
293,0,2,n,cow,x2,-,-,-,-,-,
294,0,0,y,-,-,mile,hour,5,mile,2000,
294,0,1,n,-,x1,mile,hour,5,-,-,
294,0,2,n,-,x1 + 40,mile,hour,5,-,-,
295,0,0,y,candy box,25,box,-,-,dollar,28,
295,0,1,n,peppermint box,x1,-,dollar,1,-,-,
295,0,2,n,candy cane,x2,-,dollar,1.3,-,-,
296,0,0,y,45 % solution,1000,milliliter,%,45,-,-,
296,0,1,n,25 % copper solution,x1,-,%,25,-,-,
296,0,2,n,50 % copper solution,x2,-,%,50,-,-,
297,0,0,y,note,13,note,-,-,dollar,155,
297,0,1,n,5-dollar note,x1,-,dollar,5,-,-,
297,0,2,n,20-dollar note,x2,-,dollar,20,-,-,
298,0,0,y,vehicle,32,vehicle,-,-,tire,148,
298,0,1,n,car,x1,-,wheel,4,-,-,
298,0,2,n,truck,x2,-,wheel,6,-,-,
299,0,0,y,-,-,-,-,-,dollar,55.4,
299,0,1,n,paper clip,15,-,dollar,x1,-,-,
299,0,2,n,index card package,7,-,dollar,x2,-,-,
299,1,0,y,-,-,-,-,-,dollar,61.7,
299,1,1,n,paper clip,12,-,dollar,x1,-,-,
299,1,2,n,index card package,10,-,dollar,x2,-,-,
300,0,0,y,ticket,240,ticket,-,-,dollar,765,
300,0,1,n,adult ticket,x1,-,dollar,4,-,-,
300,0,2,n,student ticket,x2,-,dollar,2.5,-,-,
301,0,0,y,-,-,-,-,-,[fat__calorie],[18__480],
301,0,1,n,grain a,x1,-,[fat__calorie],[2__80],-,-,
301,0,2,n,grain b,x2,-,[fat__calorie],[3__60],-,-,
302,0,0,y,-,250,minute,-,-,-,-,
302,0,1,n,aerobics,3*x1,-,-,-,-,-,
302,0,2,n,weight training,2*x1,-,-,-,-,-,
303,0,0,y,-,-,-,-,-,dollar,70.93,
303,0,1,n,pair of pants,1,-,dollar,x1,-,-,
303,0,2,n,belt,1,-,dollar,x1 - 2.93,-,-,
304,0,0,y,people,676,-,-,-,-,-,
304,0,1,n,hiker,x1 + 178,-,-,-,-,-,
304,0,2,n,biker,x1,-,-,-,-,-,
305,0,0,y,phone service,-,-,-,-,dollar,23.36,
305,0,1,n,monthly fee,1,month,dollar,2,-,-,
305,0,2,n,-,x1,minute,cent,12,-,-,
306,0,0,y,ticket,65,ticket,-,-,dollar,855,
306,0,1,n,senior citizen ticket,x1,-,dollar,10,-,-,
306,0,2,n,regular ticket,x2,-,dollar,15,-,-,
310,0,0,y,cover,1,-,-,-,dollar,980,
310,0,1,n,hourly rate,x1,hour,dollar,28,-,-,
310,0,2,n,material,1,,dollar,560,-,-,
311,0,0,y,novelist and poet,24,-,-,-,-,-,
311,0,1,n,novelist,5*x1,-,-,-,-,-,
311,0,2,n,poet,3*x1,-,-,-,-,-,
313,0,0,y,animal,13,animal,-,-,leg,40,
313,0,1,n,chicken,x1,-,-,-,-,-,
313,0,2,n,pig,x2,-,-,-,-,-,
314,0,0,y,ticket,2000,ticket,-,-,dollar,"17,339",
314,0,1,n,student ticket,x1,-,dollar,7,-,-,
314,0,2,n,non-student ticket,x2,-,dollar,10,-,-,
315,0,0,y,ticket,821,ticket,-,-,dollar,1933,
315,0,1,n,student,x1,student ticket,dollar,2,-,-,
315,0,2,n,nonstudent,x2,-,dollar, ,-,-,
316,0,0,y,bin,30,-,-,-,ton,510,
316,0,1,n,20 ton bin,x1,-,ton,20,-,-,
316,0,2,n,15 ton bin,x2,-,ton,15,-,-,
317,0,0,y,corn and wheat,500,arce,-,-,dollar,"18,600",
317,0,1,n,corn,x1,arce,dollar,42,-,-,
317,0,2,n,wheat,x2,arce,dollar,30,-,-,
318,0,0,y,ticket,510,ticket,-,-,dollar,8748,
318,0,1,n,senior citizen,x1,senior citizen ticket,dollar,21,-,-,
318,0,2,n,adult,x2,-,dollar,15,-,-,
319,0,0,y,72 % solution,20,liter,%,72,-,-,
319,0,1,n,60 % acid solution,x1,-,%,60,-,-,
319,0,2,n,75 % acid solution,x2,-,%,75,-,-,
320,0,0,y,2.50 dollar per kilogram,20,kilogram,dollar,2.5,-,-,
320,0,1,n,4.00 dollar per kilogram,x1,-,dollar,4,-,-,
320,0,2,n,2.00 dollar per kilogram,x2,-,dollar,2,-,-,
321,0,0,y,ticket,522,ticket,-,-,dollar,5086,
321,0,1,n,adult ticket,x1,-,dollar,15,-,-,
321,0,2,n,child ticket,x2,-,dollar,8,-,-,
322,0,0,y,coin,50,coin,-,-,dollar,4.55,
322,0,1,n,nickel,x1,-,-,-,-,-,
322,0,2,n,dime,x2,-,-,-,-,-,
323,0,0,y,65 % alcohol solution,1,gallon,% alcohol solution,65,-,-,
323,0,1,n,75 % alcohol solution,x1,gallon,% alcohol solution,75,-,-,
323,0,2,n,50 % alcohol solution,x2,gallon,% alcohol solution,50,-,-,
324,0,0,y,car,60,gallon,-,-,mile,1700,
324,0,1,n,first car,x1,-,mile,30,-,-,
324,0,2,n,second car,x2,-,mile,25,-,-,
325,0,0,y,-,"18,000",dollar,-,-,dollar,660,
325,0,1,n,3 %,x1,-,%,3,-,-,
325,0,2,n,5 %,x2,-,%,5,-,-,
326,0,0,y,-,-,-,-,-,x2,dollar,
326,0,1,n,daily rate,1,day,dollar,17.99,-,-,
326,0,2,n,-,x1,mile,dollar,0.18,-,-,
326,1,0,y,-,-,-,-,-,x2,dollar,
326,1,1,n,daily rate,1,day,dollar,18.95,-,-,
326,1,2,n,-,x1,mile,dollar,0.16,-,-,
328,0,0,y,sum,105,-,-,-,-,-,
328,0,1,n,riza,x1+25,-,-,-,-,-,
328,0,2,n,son,x1,-,-,-,-,-,
329,0,0,y,garden table and a bench,450,dollar,-,-,-,-,
329,0,1,n,garden table,2*x1,-,-,-,-,-,
329,0,2,n,bench,x1,-,-,-,-,-,
330,0,0,y,-,-,-,-,-,dollar,"1,200",
330,0,1,n,thermometer,x1,-,dollar,2,-,-,
330,0,2,n,and hot-water bottle,x2,-,dollar,6,-,-,
331,0,0,y,work-station,-,-,-,-,student,38,
331,0,1,n,2 student,x1,-,student,2,-,-,
331,0,2,n,3 student,x2,-,student,3,-,-,
332,0,0,y,coin,150,coin,-,-,-,-,
332,0,1,n,nickel,x1,-,-,-,-,-,
332,0,2,n,dime,x1+12,-,-,-,-,-,
333,0,0,y,ticket,900,ticket,-,-,dollar,"9,780",
333,0,1,n,balcony seat,x1,-,dollar,10,-,-,
333,0,2,n,floor seat,x2,-,dollar,12,-,-,
334,0,0,y,45 % acid solution,60,liter,% acid solution,45,-,-,
334,0,1,n,40 % acid solution,x1,-,% acid solution,40,-,-,
334,0,2,n,55 % acid solution,x2,-,% acid solution,55,-,-,
336,0,0,y,game,-,game,-,-,point,60,
336,0,1,n,win,x1+9,game,point,2,-,-,
336,0,2,n,tie,x1,game,point,1,-,-,
337,0,0,y,fund,127,dollar,-,-,-,-,
337,0,1,n,class a,0.6667*x1-7,-,-,-,-,-,
337,0,2,n,class b,x1,-,-,-,-,-,
339,0,0,y,picture package,-,-,-,-,dollar,x2,
339,0,1,n,one time sit fee,1,-,dollar,125,-,-,
339,0,2,n,sheet,x1,sheet,dollar,2.75,-,-,
339,1,0,y,picture package,-,-,-,-,dollar,x2,
339,1,1,n,one time sit fee,1,-,dollar,140,-,-,
339,1,2,n,sheet,x1,sheet,dollar,1.5,-,-,
340,0,0,y,-,-,-,-,-,mile,19.5,
340,0,1,n,juan,3,mile,hour,1.5,-,-,
340,0,2,n,peter,x1,mile,houir,1.5,-,-,
341,0,0,y,dinner,250,dinner,-,-,dollar,1347.5,
341,0,1,n,child plate,x1,-,dollar,3.5,-,-,
341,0,2,n,adult plate,x2,-,dollar,7,-,-,
342,0,0,y,people,754,-,-,-,dollar,1422,
342,0,1,n,child,x1,-,dollar,1.5,-,-,
342,0,2,n,adult,x2,-,dollar,2.25,-,-,
343,0,0,y,question,82,question,-,-,-,67,
343,0,1,n,correct answer,x1,-,point,1,-,-,
343,0,2,n,incorrect answer,x2,-,point,0.25,-,-,
344,0,0,y,ticket,21,ticket,-,-,dollar,104,
344,0,1,n,child ticket,x1,-,dollar,4,-,-,
344,0,2,n,adult ticket,x2,-,dollar,6,-,-,
345,0,0,y,wednesday and saturday,"5,182.50",dollar,-,-,-,-,
345,0,1,n,wednesday,x1-142.50,dollar,-,-,-,-,
345,0,2,n,saturday,x1,dollar,-,-,-,-,
346,0,0,y,pumpkin,80,pumpkin,-,-,dollar,395,
346,0,1,n,jumbo pumpkin,x1,-,dollar,9,-,-,
346,0,2,n,regular pumpkin,x2,-,dollar,4,-,-,
347,0,0,y,profit,"3,635,000",dollar,-,-,-,-,
347,0,1,n,first half,"x1+2,750,000",dollar,-,-,-,-,
347,0,2,n,second half,x1,dollar,-,-,-,-,
348,0,0,y,book,9,book,-,-,dollar,56,
348,0,1,n,6-dollar book,x1,-,dollar,6,-,-,
348,0,2,n,6.5-dollar book,x2,-,dollar,6.5,-,-,
349,0,0,y,-,9000,dollar,-,-,dollar,770,
349,0,1,n,9 %,x1,-,%,9,-,-,
349,0,2,n,8 %,x2,-,%,8,-,-,
350,0,0,y,order,26,order,-,-,dollar,133.5,
350,0,1,n,catfish dinner,x1,order,dollar,6,-,-,
350,0,2,n,popcorn shrimp,x2,order,dollar,3.5,-,-,
351,0,0,y,bill,126,bill,-,-,dollar,840,
351,0,1,n,5-dollar bill,x1,-,dollar,5,-,-,
351,0,2,n,10-dollar bill,x2,-,dollar,10,-,-,
353,0,0,y,,,,,,,,
353,0,1,n,,,,,,,,
353,0,2,n,,,,,,,,
